Word;DocNumber;TFIDF
wide;60;0.013889
wide;116;0.019231
wide;162;0.022222
wide;223;0.019231
wide;229;0.029412
wide;256;0.016949
wide;261;0.014286
wide;284;0.020408
wide;285;0.029412
wide;286;0.014925
wide;430;0.009901
wide;523;0.026316
wide;701;0.021739
wide;779;0.010309
wide;782;0.010753
wide;805;0.016949
wide;860;0.010638
wide;1083;0.007353
wide;1110;0.014085
wide;1235;0.019608
wide;24;0.011494
wide;35;0.040000
wide;79;0.017857
wide;254;0.019608
wide;516;0.017241
wide;670;0.023810
wide;710;0.010309
wide;822;0.013889
wide;979;0.032258
wide;1064;0.033333
wide;1139;0.011765
wide;1182;0.033333
scatter;2;0.017241
scatter;1178;0.026316
scatter;1208;0.022222
rose;2;0.017241
rose;131;0.021277
rose;345;0.012195
rose;1121;0.009091
rose;1208;0.022222
reach;2;0.017241
reach;345;0.024390
reach;457;0.018868
reach;559;0.006757
reach;824;0.023256
reach;1024;0.043478
reach;661;0.012987
reach;668;0.020000
reach;743;0.016667
reach;842;0.014286
reach;1025;0.041667
reach;1029;0.011494
reach;1034;0.011236
reach;1155;0.019231
reach;452;0.015152
reach;655;0.011494
reach;489;0.022222
reach;687;0.029412
reach;732;0.017857
reach;774;0.026316
age;2;0.017241
age;3;0.018868
age;8;0.010638
age;22;0.017857
age;27;0.023256
age;51;0.045455
age;65;0.016667
age;89;0.011905
age;93;0.026316
age;99;0.021277
age;102;0.013514
age;107;0.012500
age;118;0.011628
age;136;0.020833
age;145;0.016667
age;165;0.010989
age;170;0.076923
age;185;0.010101
age;195;0.020000
age;199;0.028571
age;205;0.014706
age;219;0.012195
age;237;0.023810
age;241;0.014925
age;244;0.027778
age;245;0.023810
age;246;0.013333
age;250;0.012658
age;258;0.009009
age;259;0.028986
age;266;0.024390
age;268;0.009346
age;272;0.012821
age;284;0.020408
age;304;0.010526
age;317;0.012195
age;331;0.012346
age;332;0.018182
age;335;0.014286
age;345;0.012195
age;348;0.010753
age;350;0.022727
age;360;0.010204
age;362;0.016393
age;368;0.014493
age;370;0.007937
age;373;0.029412
age;377;0.013333
age;378;0.027027
age;379;0.020833
age;406;0.025641
age;419;0.038462
age;424;0.011111
age;426;0.024390
age;429;0.019417
age;434;0.018519
age;473;0.013158
age;476;0.020408
age;486;0.020833
age;487;0.017857
age;508;0.008130
age;513;0.047619
age;514;0.023256
age;522;0.010526
age;545;0.014286
age;550;0.008547
age;559;0.006757
age;578;0.036364
age;594;0.026316
age;599;0.018182
age;611;0.014925
age;616;0.035088
age;639;0.032258
age;643;0.008403
age;653;0.013158
age;658;0.011364
age;662;0.021739
age;667;0.010000
age;673;0.010417
age;678;0.033333
age;686;0.011765
age;703;0.010989
age;715;0.023810
age;722;0.028986
age;728;0.028571
age;745;0.008547
age;753;0.011364
age;754;0.015873
age;761;0.021277
age;777;0.027027
age;794;0.018519
age;803;0.013889
age;806;0.021277
age;813;0.018182
age;814;0.028571
age;823;0.020833
age;830;0.020000
age;842;0.014286
age;848;0.017857
age;850;0.023256
age;852;0.020000
age;858;0.017241
age;859;0.031250
age;872;0.022222
age;874;0.027027
age;875;0.009615
age;885;0.011765
age;888;0.024390
age;893;0.083333
age;895;0.016667
age;896;0.013514
age;901;0.034483
age;902;0.008850
age;912;0.019608
age;914;0.016667
age;931;0.032258
age;934;0.031250
age;956;0.008000
age;978;0.013699
age;998;0.037037
age;1000;0.015625
age;1002;0.021277
age;1020;0.033898
age;1045;0.014286
age;1051;0.028986
age;1062;0.015625
age;1097;0.037037
age;1101;0.018182
age;1109;0.029412
age;1110;0.014085
age;1117;0.019231
age;1129;0.027397
age;1135;0.020833
age;1147;0.032258
age;1155;0.019231
age;1172;0.012987
age;1173;0.012346
age;1183;0.014286
age;1185;0.012346
age;1194;0.017857
age;1195;0.018182
age;1200;0.013889
age;1201;0.012987
age;1212;0.021277
age;1216;0.013158
age;1219;0.029412
age;29;0.025641
age;48;0.012500
age;155;0.018519
age;160;0.041667
age;209;0.015625
age;213;0.014925
age;357;0.032258
age;455;0.027778
age;615;0.014286
age;679;0.017857
age;784;0.025000
age;815;0.018519
age;865;0.015873
age;982;0.016129
age;1067;0.013699
age;1169;0.018868
age;1188;0.014085
age;1215;0.022727
age;1239;0.019231
age;43;0.009434
age;97;0.019608
age;297;0.010000
age;353;0.038462
age;598;0.023810
age;660;0.009009
age;897;0.025641
age;296;0.017544
age;743;0.016667
age;841;0.021739
age;412;0.027027
month;2;0.017241
month;30;0.013514
month;48;0.012500
month;86;0.012821
month;93;0.013158
month;97;0.019608
month;155;0.018519
month;160;0.020833
month;170;0.038462
month;193;0.014493
month;209;0.015625
month;219;0.012195
month;220;0.018182
month;234;0.014706
month;235;0.011364
month;259;0.014493
month;266;0.024390
month;345;0.012195
month;354;0.043478
month;362;0.016393
month;379;0.020833
month;426;0.024390
month;514;0.023256
month;522;0.010526
month;550;0.008547
month;587;0.014706
month;650;0.029412
month;660;0.009009
month;696;0.016949
month;778;0.014493
month;804;0.009091
month;812;0.010309
month;813;0.018182
month;814;0.028571
month;815;0.018519
month;823;0.020833
month;826;0.052632
month;878;0.023256
month;923;0.024390
month;924;0.027778
month;963;0.016667
month;982;0.016129
month;1084;0.016129
month;1104;0.020833
month;1128;0.015625
month;1133;0.045455
month;1215;0.022727
month;1216;0.013158
month;1239;0.019231
month;50;0.026316
month;65;0.016667
month;159;0.020833
month;188;0.015873
month;377;0.013333
month;416;0.011111
month;555;0.022727
month;628;0.023256
month;807;0.013158
month;914;0.016667
month;979;0.032258
month;1078;0.013889
month;1227;0.017857
year;2;0.017241
year;3;0.018868
year;7;0.014085
year;8;0.010638
year;152;0.016129
year;179;0.025641
year;181;0.032787
year;212;0.022727
year;258;0.018018
year;266;0.024390
year;272;0.025641
year;276;0.017544
year;277;0.024390
year;333;0.006289
year;335;0.028571
year;354;0.043478
year;360;0.020408
year;377;0.026667
year;379;0.020833
year;392;0.010204
year;395;0.017857
year;422;0.017241
year;540;0.020000
year;559;0.006757
year;599;0.036364
year;600;0.023256
year;603;0.030303
year;705;0.027027
year;718;0.028571
year;758;0.018519
year;777;0.027027
year;778;0.028986
year;858;0.034483
year;914;0.033333
year;920;0.022727
year;952;0.042553
year;956;0.016000
year;997;0.019231
year;1066;0.015385
year;1155;0.019231
year;1168;0.021277
year;1213;0.016667
year;1215;0.045455
year;1219;0.029412
year;4;0.016393
year;14;0.008696
year;22;0.017857
year;29;0.025641
year;39;0.018519
year;42;0.047619
year;48;0.012500
year;51;0.045455
year;63;0.016667
year;65;0.016667
year;79;0.017857
year;89;0.011905
year;93;0.013158
year;102;0.013514
year;145;0.016667
year;155;0.018519
year;160;0.020833
year;170;0.038462
year;174;0.021277
year;180;0.014706
year;185;0.010101
year;193;0.014493
year;209;0.015625
year;213;0.014925
year;219;0.012195
year;244;0.013889
year;245;0.023810
year;247;0.018519
year;250;0.012658
year;251;0.012987
year;263;0.009009
year;307;0.008130
year;332;0.018182
year;345;0.012195
year;348;0.010753
year;350;0.022727
year;357;0.032258
year;359;0.010989
year;368;0.014493
year;372;0.017241
year;429;0.009709
year;472;0.021277
year;473;0.013158
year;478;0.020408
year;498;0.015385
year;499;0.020408
year;501;0.012346
year;502;0.017544
year;503;0.015625
year;514;0.023256
year;544;0.028571
year;550;0.008547
year;568;0.015385
year;578;0.018182
year;598;0.023810
year;602;0.020833
year;612;0.011236
year;615;0.014286
year;616;0.017544
year;617;0.011628
year;627;0.010753
year;630;0.020833
year;643;0.008403
year;650;0.029412
year;658;0.011364
year;659;0.021277
year;660;0.009009
year;661;0.012987
year;667;0.010000
year;671;0.020000
year;678;0.016667
year;679;0.017857
year;686;0.011765
year;687;0.029412
year;703;0.010989
year;716;0.013333
year;722;0.014493
year;728;0.028571
year;752;0.032258
year;753;0.011364
year;754;0.015873
year;761;0.021277
year;782;0.010753
year;784;0.025000
year;804;0.009091
year;806;0.021277
year;814;0.028571
year;815;0.018519
year;830;0.020000
year;842;0.014286
year;852;0.020000
year;856;0.013333
year;865;0.015873
year;866;0.010000
year;870;0.019608
year;874;0.027027
year;880;0.020000
year;888;0.024390
year;893;0.083333
year;901;0.017241
year;934;0.031250
year;942;0.020833
year;949;0.013514
year;978;0.013699
year;982;0.016129
year;998;0.018519
year;1000;0.007812
year;1022;0.035714
year;1024;0.043478
year;1036;0.018519
year;1038;0.011905
year;1041;0.013514
year;1045;0.014286
year;1051;0.014493
year;1067;0.013699
year;1097;0.037037
year;1101;0.018182
year;1109;0.029412
year;1110;0.014085
year;1112;0.013889
year;1129;0.013699
year;1147;0.032258
year;1156;0.008475
year;1162;0.015385
year;1169;0.018868
year;1186;0.019231
year;1188;0.014085
year;1212;0.021277
year;1223;0.021277
year;1239;0.019231
ten;2;0.017241
ten;55;0.011905
ten;130;0.034483
ten;314;0.007874
ten;320;0.015385
ten;422;0.017241
ten;588;0.011494
ten;594;0.026316
ten;629;0.012195
ten;696;0.016949
ten;711;0.022222
ten;804;0.009091
ten;902;0.008850
ten;927;0.018182
ten;993;0.012048
ten;1007;0.043478
ten;1046;0.018868
ten;1048;0.012346
ten;1101;0.018182
ten;1213;0.016667
ten;1223;0.021277
ten;1232;0.018182
week;2;0.017241
week;74;0.027027
week;148;0.014493
week;267;0.024390
week;331;0.012346
week;354;0.043478
week;459;0.024390
week;542;0.010204
week;543;0.029851
week;544;0.028571
week;587;0.014706
week;606;0.027027
week;616;0.017544
week;629;0.012195
week;667;0.010000
week;993;0.012048
week;1002;0.021277
week;1071;0.014286
week;1092;0.010638
week;1104;0.020833
week;1121;0.009091
week;1130;0.012195
week;1188;0.028169
week;1189;0.031250
week;643;0.008403
week;725;0.017857
week;768;0.018182
week;788;0.020408
week;1098;0.014925
week;1128;0.015625
week;1213;0.016667
prematur;2;0.017241
prematur;37;0.010204
prematur;110;0.020000
prematur;261;0.014286
prematur;291;0.016393
prematur;296;0.017544
prematur;909;0.020833
prematur;1178;0.026316
prematur;1218;0.016949
prematur;1231;0.019231
prematur;120;0.015873
prematur;482;0.018182
prematur;600;0.023256
prematur;782;0.010753
prematur;849;0.012195
infant;2;0.017241
infant;70;0.020408
infant;71;0.010526
infant;91;0.016393
infant;94;0.033333
infant;98;0.022727
infant;99;0.021277
infant;134;0.012821
infant;247;0.037037
infant;262;0.050000
infant;350;0.022727
infant;353;0.038462
infant;362;0.016393
infant;376;0.052632
infant;426;0.024390
infant;465;0.013514
infant;473;0.013158
infant;474;0.028571
infant;547;0.076923
infant;559;0.006757
infant;617;0.011628
infant;690;0.035714
infant;697;0.026316
infant;791;0.016667
infant;798;0.011236
infant;818;0.011364
infant;835;0.035714
infant;870;0.019608
infant;900;0.041667
infant;906;0.041667
infant;908;0.100000
infant;909;0.020833
infant;979;0.032258
infant;1098;0.014925
infant;1109;0.029412
infant;1117;0.038462
infant;1128;0.031250
infant;1216;0.026316
infant;5;0.021739
infant;37;0.010204
infant;58;0.014706
infant;88;0.024390
infant;97;0.019608
infant;103;0.014085
infant;109;0.021277
infant;148;0.014493
infant;175;0.015385
infant;220;0.018182
infant;234;0.014706
infant;241;0.014925
infant;261;0.014286
infant;266;0.024390
infant;284;0.020408
infant;296;0.017544
infant;319;0.020833
infant;333;0.006289
infant;334;0.014286
infant;373;0.014706
infant;378;0.027027
infant;380;0.025641
infant;413;0.024390
infant;416;0.011111
infant;417;0.018868
infant;421;0.015625
infant;424;0.011111
infant;429;0.009709
infant;483;0.014286
infant;491;0.022222
infant;492;0.038462
infant;600;0.023256
infant;620;0.052632
infant;627;0.010753
infant;641;0.017857
infant;643;0.008403
infant;644;0.020408
infant;649;0.024390
infant;671;0.020000
infant;717;0.021739
infant;731;0.020833
infant;756;0.023256
infant;761;0.021277
infant;764;0.033333
infant;768;0.018182
infant;774;0.026316
infant;787;0.032258
infant;796;0.032258
infant;797;0.028571
infant;814;0.028571
infant;815;0.018519
infant;817;0.027027
infant;831;0.019231
infant;838;0.014925
infant;895;0.016667
infant;898;0.023256
infant;910;0.032258
infant;937;0.026316
infant;985;0.010526
infant;997;0.019231
infant;1002;0.021277
infant;1014;0.014706
infant;1028;0.019608
infant;1051;0.014493
infant;1064;0.033333
infant;1080;0.040000
infant;1119;0.015625
infant;1155;0.019231
infant;1218;0.016949
infant;1219;0.029412
fed;2;0.017241
fed;97;0.019608
fed;1066;0.015385
fed;1103;0.010870
milk;2;0.017241
milk;5;0.021739
milk;34;0.015152
milk;456;0.027778
milk;616;0.017544
milk;714;0.016667
milk;756;0.023256
gastrostomi;2;0.017241
thirteen;2;0.017241
thirteen;37;0.010204
thirteen;460;0.017857
mostli;2;0.017241
mostli;37;0.010204
mostli;604;0.018519
mostli;782;0.010753
mostli;876;0.016949
six;2;0.017241
six;19;0.012500
six;61;0.012821
six;74;0.027027
six;80;0.023810
six;103;0.014085
six;141;0.011364
six;148;0.014493
six;178;0.016949
six;235;0.011364
six;244;0.013889
six;312;0.011111
six;313;0.012346
six;314;0.007874
six;323;0.018868
six;340;0.020833
six;347;0.014286
six;348;0.010753
six;364;0.016949
six;396;0.023810
six;404;0.019608
six;411;0.016949
six;424;0.011111
six;429;0.009709
six;458;0.012658
six;543;0.014925
six;550;0.008547
six;555;0.022727
six;585;0.015385
six;627;0.010753
six;629;0.012195
six;667;0.010000
six;679;0.017857
six;696;0.016949
six;710;0.010309
six;775;0.027778
six;879;0.010417
six;888;0.024390
six;890;0.010309
six;899;0.016949
six;905;0.018182
six;910;0.032258
six;914;0.016667
six;952;0.021277
six;961;0.013333
six;962;0.016129
six;979;0.032258
six;993;0.012048
six;1014;0.014706
six;1048;0.012346
six;1084;0.016129
six;1100;0.029412
six;1119;0.015625
six;1219;0.029412
malnourish;2;0.017241
malnourish;145;0.016667
malnourish;272;0.012821
malnourish;1113;0.027778
jejun;2;0.017241
jejun;34;0.015152
jejun;466;0.022222
jejun;563;0.008000
jejun;755;0.014085
villou;2;0.017241
villou;34;0.015152
villou;41;0.021277
villou;251;0.012987
atrophi;2;0.017241
atrophi;34;0.015152
atrophi;251;0.012987
atrophi;300;0.022727
atrophi;400;0.012346
atrophi;664;0.020000
atrophi;901;0.017241
atrophi;1192;0.019231
uncertain;2;0.017241
uncertain;120;0.015873
uncertain;1065;0.015873
aetiolog;2;0.017241
aetiolog;279;0.012195
aetiolog;485;0.017857
aetiolog;641;0.017857
aetiolog;837;0.025000
aetiolog;942;0.020833
aetiolog;37;0.010204
aetiolog;498;0.015385
recoveri;2;0.017241
recoveri;88;0.024390
recoveri;98;0.011364
recoveri;115;0.018519
recoveri;251;0.012987
recoveri;320;0.015385
recoveri;358;0.011905
recoveri;479;0.021739
recoveri;603;0.030303
recoveri;614;0.028571
recoveri;694;0.012346
recoveri;696;0.016949
recoveri;815;0.018519
recoveri;899;0.016949
recoveri;1117;0.019231
began;2;0.017241
began;103;0.014085
began;611;0.014925
began;1098;0.014925
began;1223;0.021277
articl;3;0.018868
articl;134;0.012821
articl;147;0.014286
articl;196;0.018519
articl;301;0.012987
articl;377;0.013333
articl;435;0.013889
articl;440;0.012821
articl;478;0.020408
articl;485;0.017857
articl;507;0.020408
articl;517;0.013889
articl;542;0.010204
articl;602;0.020833
articl;723;0.030303
articl;731;0.020833
articl;808;0.028571
articl;838;0.014925
articl;844;0.013699
articl;856;0.013333
articl;866;0.010000
articl;902;0.008850
articl;962;0.016129
articl;999;0.016393
articl;1093;0.021277
articl;1103;0.010870
articl;1122;0.024390
articl;1193;0.015152
articl;1195;0.018182
articl;98;0.011364
articl;428;0.055556
articl;1013;0.032258
report;3;0.018868
report;12;0.047619
report;39;0.018519
report;52;0.020000
report;97;0.019608
report;101;0.018182
report;113;0.034483
report;140;0.030769
report;141;0.011364
report;205;0.014706
report;213;0.014925
report;272;0.012821
report;284;0.020408
report;287;0.031746
report;312;0.011111
report;313;0.012346
report;322;0.010204
report;363;0.040816
report;402;0.038462
report;451;0.015873
report;478;0.040816
report;503;0.015625
report;531;0.016393
report;534;0.012658
report;553;0.009709
report;615;0.028571
report;636;0.035714
report;648;0.063830
report;657;0.020408
report;704;0.037037
report;782;0.010753
report;962;0.032258
report;981;0.015385
report;997;0.019231
report;1140;0.037037
report;1175;0.014493
report;1185;0.037037
report;1215;0.022727
report;10;0.062500
report;42;0.095238
report;94;0.066667
report;96;0.027778
report;98;0.011364
report;121;0.024390
report;130;0.034483
report;146;0.021277
report;208;0.011111
report;224;0.012987
report;377;0.013333
report;395;0.017857
report;413;0.024390
report;438;0.015625
report;465;0.013514
report;483;0.014286
report;508;0.008130
report;532;0.007092
report;538;0.015625
report;582;0.020000
report;598;0.023810
report;649;0.048780
report;655;0.011494
report;658;0.011364
report;687;0.029412
report;690;0.035714
report;697;0.026316
report;711;0.022222
report;758;0.018519
report;759;0.062500
report;770;0.034483
report;801;0.035714
report;888;0.024390
report;897;0.025641
report;900;0.041667
report;906;0.041667
report;908;0.100000
report;936;0.023810
report;949;0.013514
report;971;0.020833
report;974;0.058824
report;979;0.064516
report;998;0.018519
report;1000;0.015625
report;1053;0.025641
report;1100;0.029412
report;1103;0.010870
report;1105;0.025974
report;1109;0.029412
report;1113;0.027778
report;1114;0.071429
report;1121;0.018182
report;1152;0.018182
report;1203;0.018182
report;29;0.025641
report;34;0.015152
report;35;0.040000
report;43;0.009434
report;91;0.016393
report;102;0.013514
report;106;0.016129
report;107;0.012500
report;118;0.011628
report;125;0.014286
report;126;0.011905
report;138;0.025000
report;163;0.012987
report;169;0.025000
report;173;0.018519
report;182;0.038462
report;185;0.010101
report;198;0.035714
report;209;0.015625
report;218;0.033333
report;235;0.011364
report;241;0.014925
report;246;0.013333
report;248;0.017241
report;262;0.050000
report;267;0.024390
report;279;0.012195
report;283;0.020833
report;288;0.020408
report;309;0.032258
report;311;0.026316
report;342;0.014706
report;351;0.017241
report;352;0.019608
report;358;0.011905
report;367;0.011765
report;385;0.021277
report;407;0.022727
report;420;0.032258
report;442;0.012346
report;445;0.013699
report;525;0.017544
report;529;0.014286
report;549;0.024390
report;559;0.006757
report;603;0.030303
report;613;0.015873
report;643;0.008403
report;691;0.021277
report;692;0.058824
report;720;0.050000
report;732;0.017857
report;739;0.013158
report;746;0.008475
report;760;0.018519
report;798;0.011236
report;807;0.013158
report;812;0.010309
report;818;0.011364
report;840;0.013158
report;851;0.032258
report;852;0.020000
report;874;0.027027
report;893;0.083333
report;898;0.023256
report;902;0.008850
report;909;0.020833
report;914;0.016667
report;916;0.033333
report;934;0.031250
report;954;0.013514
report;984;0.027027
report;985;0.010526
report;1068;0.018868
report;1078;0.013889
report;1084;0.016129
report;1106;0.017241
report;1108;0.020408
report;1118;0.027027
report;1127;0.018868
report;1129;0.013699
report;1137;0.025641
report;1162;0.015385
report;1176;0.030303
report;1210;0.013889
report;1224;0.022222
report;1231;0.019231
report;137;0.014706
report;1168;0.021277
possibl;3;0.018868
possibl;71;0.010526
possibl;98;0.022727
possibl;104;0.014925
possibl;112;0.016129
possibl;163;0.012987
possibl;172;0.010417
possibl;190;0.014085
possibl;192;0.013158
possibl;208;0.022222
possibl;254;0.019608
possibl;277;0.024390
possibl;278;0.009804
possibl;281;0.017699
possibl;336;0.016667
possibl;339;0.038462
possibl;413;0.024390
possibl;424;0.011111
possibl;475;0.017857
possibl;483;0.014286
possibl;563;0.008000
possibl;571;0.015152
possibl;577;0.029851
possibl;676;0.014599
possibl;689;0.013514
possibl;716;0.013333
possibl;742;0.009615
possibl;765;0.013514
possibl;785;0.015873
possibl;790;0.018868
possibl;796;0.032258
possibl;831;0.019231
possibl;866;0.010000
possibl;929;0.029412
possibl;941;0.038462
possibl;985;0.021053
possibl;1017;0.021739
possibl;1170;0.011628
possibl;12;0.023810
possibl;30;0.013514
possibl;66;0.019608
possibl;67;0.011111
possibl;74;0.027027
possibl;83;0.011494
possibl;93;0.013158
possibl;107;0.012500
possibl;109;0.021277
possibl;111;0.011905
possibl;117;0.019231
possibl;121;0.012195
possibl;124;0.017544
possibl;126;0.023810
possibl;135;0.012346
possibl;159;0.020833
possibl;176;0.017857
possibl;179;0.012821
possibl;196;0.018519
possibl;197;0.011905
possibl;203;0.012658
possibl;220;0.018182
possibl;234;0.014706
possibl;236;0.016393
possibl;258;0.009009
possibl;265;0.021739
possibl;286;0.014925
possibl;304;0.010526
possibl;328;0.026316
possibl;331;0.012346
possibl;337;0.023810
possibl;370;0.007937
possibl;378;0.027027
possibl;386;0.016949
possibl;393;0.014286
possibl;396;0.023810
possibl;402;0.038462
possibl;410;0.018868
possibl;411;0.016949
possibl;412;0.027027
possibl;429;0.009709
possibl;435;0.013889
possibl;439;0.018868
possibl;441;0.010417
possibl;472;0.021277
possibl;489;0.022222
possibl;494;0.013333
possibl;498;0.015385
possibl;501;0.012346
possibl;504;0.012821
possibl;515;0.010204
possibl;581;0.018182
possibl;590;0.023810
possibl;610;0.012987
possibl;634;0.014706
possibl;654;0.023256
possibl;666;0.029412
possibl;669;0.015625
possibl;673;0.020833
possibl;691;0.021277
possibl;704;0.018519
possibl;722;0.014493
possibl;728;0.028571
possibl;738;0.008772
possibl;739;0.013158
possibl;745;0.008547
possibl;774;0.026316
possibl;776;0.009901
possibl;804;0.009091
possibl;823;0.020833
possibl;833;0.058824
possibl;848;0.017857
possibl;968;0.010417
possibl;986;0.014925
possibl;987;0.017544
possibl;989;0.022727
possibl;999;0.016393
possibl;1001;0.022222
possibl;1056;0.024390
possibl;1073;0.018868
possibl;1078;0.013889
possibl;1102;0.025641
possibl;1111;0.025000
possibl;1114;0.035714
possibl;1117;0.019231
possibl;1139;0.011765
possibl;1141;0.027778
possibl;1153;0.021277
possibl;1155;0.019231
possibl;1158;0.025000
possibl;1175;0.014493
possibl;1183;0.014286
possibl;1197;0.006897
possibl;1204;0.011765
possibl;1207;0.013158
possibl;1213;0.016667
possibl;1221;0.016393
possibl;1232;0.018182
possibl;1239;0.019231
possibl;80;0.023810
possibl;243;0.016129
possibl;292;0.024390
possibl;296;0.017544
possibl;334;0.014286
possibl;353;0.038462
possibl;372;0.017241
possibl;415;0.010989
possibl;438;0.015625
possibl;476;0.020408
possibl;553;0.009709
possibl;589;0.018182
possibl;626;0.028571
possibl;685;0.025641
possibl;713;0.023256
possibl;816;0.018182
possibl;957;0.019608
possibl;1173;0.012346
possibl;617;0.011628
possibl;627;0.010753
possibl;946;0.014286
instrument;3;0.018868
instrument;4;0.016393
instrument;127;0.026316
instrument;448;0.020408
instrument;425;0.025641
neutron;3;0.018868
neutron;4;0.016393
neutron;785;0.015873
inaa;3;0.018868
inaa;4;0.016393
sodium;3;0.018868
sodium;4;0.016393
sodium;19;0.012500
sodium;66;0.019608
sodium;91;0.016393
sodium;94;0.033333
sodium;124;0.017544
sodium;126;0.011905
sodium;137;0.014706
sodium;189;0.015625
sodium;222;0.029412
sodium;261;0.014286
sodium;268;0.009346
sodium;281;0.008850
sodium;297;0.010000
sodium;314;0.007874
sodium;324;0.020000
sodium;325;0.009901
sodium;374;0.014706
sodium;403;0.025000
sodium;404;0.019608
sodium;430;0.009901
sodium;441;0.010417
sodium;470;0.016949
sodium;471;0.020833
sodium;494;0.013333
sodium;522;0.010526
sodium;526;0.015152
sodium;542;0.010204
sodium;563;0.008000
sodium;612;0.011236
sodium;636;0.035714
sodium;675;0.015152
sodium;714;0.016667
sodium;716;0.013333
sodium;719;0.011236
sodium;721;0.019231
sodium;758;0.018519
sodium;773;0.016667
sodium;776;0.009901
sodium;781;0.020833
sodium;785;0.015873
sodium;795;0.013514
sodium;818;0.011364
sodium;875;0.009615
sodium;927;0.018182
sodium;929;0.029412
sodium;953;0.017857
sodium;966;0.032258
sodium;975;0.018868
sodium;981;0.015385
sodium;1000;0.007812
sodium;1021;0.018519
sodium;1029;0.011494
sodium;1048;0.012346
sodium;1058;0.030303
sodium;1066;0.015385
sodium;1105;0.012987
sodium;1168;0.021277
sodium;1172;0.012987
sodium;1183;0.014286
sodium;1184;0.023810
sodium;1200;0.013889
nail;3;0.018868
nail;4;0.032787
nail;231;0.062500
nail;943;0.012987
nail;785;0.015873
nail;1193;0.015152
clip;3;0.018868
clip;4;0.016393
clip;231;0.031250
diagnos;3;0.018868
diagnos;149;0.015152
diagnos;171;0.032258
diagnos;14;0.008696
diagnos;89;0.011905
diagnos;95;0.012048
diagnos;99;0.021277
diagnos;161;0.028571
diagnos;185;0.010101
diagnos;202;0.012658
diagnos;207;0.029412
diagnos;258;0.009009
diagnos;314;0.007874
diagnos;350;0.022727
diagnos;377;0.013333
diagnos;421;0.015625
diagnos;465;0.013514
diagnos;472;0.021277
diagnos;510;0.017544
diagnos;513;0.047619
diagnos;559;0.006757
diagnos;599;0.018182
diagnos;600;0.023256
diagnos;611;0.014925
diagnos;612;0.011236
diagnos;684;0.017544
diagnos;704;0.018519
diagnos;722;0.014493
diagnos;752;0.032258
diagnos;786;0.016393
diagnos;846;0.024390
diagnos;858;0.017241
diagnos;979;0.032258
diagnos;1005;0.013699
diagnos;1183;0.014286
diagnos;1216;0.013158
diagnos;1219;0.029412
diagnos;72;0.019231
diagnos;134;0.012821
diagnos;762;0.014706
diagnos;771;0.013889
diagnos;902;0.008850
diagnos;724;0.034483
diagnos;1184;0.023810
cf;3;0.018868
cf;4;0.016393
cf;11;0.017241
cf;13;0.027027
cf;18;0.010638
cf;31;0.017857
cf;33;0.023256
cf;38;0.025000
cf;39;0.018519
cf;48;0.012500
cf;52;0.020000
cf;55;0.011905
cf;59;0.020000
cf;62;0.017544
cf;63;0.016667
cf;74;0.027027
cf;83;0.011494
cf;85;0.018519
cf;89;0.011905
cf;92;0.023810
cf;102;0.013514
cf;104;0.007463
cf;106;0.016129
cf;107;0.012500
cf;108;0.016393
cf;110;0.020000
cf;118;0.011628
cf;121;0.012195
cf;122;0.013333
cf;124;0.017544
cf;126;0.011905
cf;137;0.014706
cf;139;0.009804
cf;140;0.015385
cf;141;0.011364
cf;142;0.040000
cf;143;0.015873
cf;144;0.011494
cf;147;0.014286
cf;148;0.014493
cf;150;0.015152
cf;151;0.025641
cf;173;0.018519
cf;174;0.021277
cf;175;0.015385
cf;185;0.010101
cf;187;0.019608
cf;189;0.015625
cf;190;0.014085
cf;201;0.009804
cf;205;0.014706
cf;206;0.017544
cf;208;0.011111
cf;211;0.032258
cf;218;0.033333
cf;221;0.023810
cf;223;0.019231
cf;226;0.047619
cf;231;0.031250
cf;235;0.011364
cf;236;0.016393
cf;242;0.016949
cf;243;0.016129
cf;246;0.013333
cf;248;0.017241
cf;260;0.011111
cf;265;0.021739
cf;266;0.024390
cf;269;0.020408
cf;272;0.012821
cf;278;0.009804
cf;279;0.012195
cf;280;0.015625
cf;283;0.020833
cf;284;0.020408
cf;287;0.015873
cf;288;0.020408
cf;289;0.040000
cf;292;0.024390
cf;293;0.026316
cf;297;0.010000
cf;301;0.012987
cf;302;0.026316
cf;304;0.010526
cf;306;0.009259
cf;307;0.008130
cf;311;0.026316
cf;312;0.011111
cf;313;0.012346
cf;314;0.007874
cf;320;0.015385
cf;322;0.010204
cf;335;0.014286
cf;336;0.016667
cf;337;0.023810
cf;347;0.014286
cf;355;0.014493
cf;358;0.011905
cf;366;0.025641
cf;375;0.013514
cf;378;0.027027
cf;380;0.025641
cf;382;0.020408
cf;386;0.016949
cf;392;0.010204
cf;394;0.021739
cf;397;0.010204
cf;398;0.016667
cf;401;0.017241
cf;404;0.019608
cf;411;0.016949
cf;415;0.010989
cf;418;0.020408
cf;419;0.038462
cf;424;0.011111
cf;425;0.025641
cf;427;0.027027
cf;430;0.009901
cf;431;0.011905
cf;436;0.014925
cf;437;0.014085
cf;438;0.015625
cf;439;0.018868
cf;441;0.010417
cf;451;0.015873
cf;453;0.011364
cf;454;0.040000
cf;455;0.027778
cf;466;0.022222
cf;469;0.028571
